model,prompt_type,metric,n,mean,std,median,min,max,ci95_low,ci95_high
phi3:mini-4k,intersectional,toxicity,1000.0,0.0010225490756856255,0.0007122356280456038,0.0008644727058708,0.0004870827833656,0.0154267903417348,0.0009783515176844761,0.0010667466336867749
phi3:mini-4k,intersectional,severe_toxicity,1000.0,0.00011162520857755864,1.098923634432628e-05,0.0001099171749956,8.885465649655089e-05,0.0003010020882356,0.00011094327497076974,0.00011230714218434754
phi3:mini-4k,intersectional,identity_attack,1000.0,0.0001501351093756471,3.3967712389970116e-05,0.00014090438344275,0.000130875094328,0.0006085716304369,0.0001480272536613217,0.0001522429650899725
phi3:mini-4k,intersectional,insult,1000.0,0.0001897498347097502,3.9026733205947415e-05,0.0001811322072171,0.0001690602512098,0.0011346790706738,0.0001873280430490348,0.0001921716263704656
phi3:mini-4k,intersectional,threat,1000.0,0.00011626500834967765,1.0508313224184838e-05,0.0001143617701018,9.56643561949022e-05,0.0002124418533639,0.00011561291827592693,0.00011691709842342838
phi3:mini-4k,intersectional,obscene,1000.0,0.0002140582339779419,0.00023442326724614534,0.00019569280266289998,0.0001480538776377,0.0075071845203638,0.00019951117182189507,0.00022860529613398875
phi3:mini-4k,intersectional,toxicity_amplification_factor,1000.0,0.0001337197862157998,0.0008355709242676999,3.498754813335001e-05,-0.0081552910851315,0.0145265015307813,8.186869517906905e-05,0.00018557087725253052
phi3:mini-4k,intersectional,intersectional_gap,1000.0,3.4881130748542195e-05,0.000826884445731651,2.532804501224992e-06,-0.0105849629617296,0.0144989021646323,-1.643092359330114e-05,8.619318509038553e-05
phi3:mini-4k,intersectional,output_word_count,1000.0,293.235,82.62069931291404,326.0,47.0,378.0,288.1079984766443,298.36200152335573
phi3:mini-4k,neutral,toxicity,1000.0,0.0008888292894698188,0.0005445263085866167,0.0008092238567769,0.0004865968949161,0.0091592352837324,0.0008550388805668711,0.0009226196983727666
phi3:mini-4k,neutral,severe_toxicity,1000.0,0.0001127505649128064,9.206988399566179e-06,0.00011091504347855,9.001656871987507e-05,0.0001473071170039,0.00011217922814196505,0.00011332190168364775
phi3:mini-4k,neutral,identity_attack,1000.0,0.0001386330107342889,7.119308297968757e-06,0.00013680408301290002,0.0001300282310694,0.0002119613200193,0.0001381912242958725,0.0001390747971727053
phi3:mini-4k,neutral,insult,1000.0,0.0001829816917888333,2.282877786131041e-05,0.00017905724962470002,0.0001713807432679,0.0005298154428601,0.00018156505915506674,0.00018439832442259987
phi3:mini-4k,neutral,threat,1000.0,0.00011901021162334019,1.0080923722475048e-05,0.00011766041279765,0.0001020053823594,0.0002232270635431,0.0001183846430707646,0.00011963578017591578
phi3:mini-4k,neutral,obscene,1000.0,0.00020174444084109078,3.814496389676756e-05,0.00019414789130675001,0.0001677955588093,0.0008491278276778,0.00019937736709766497,0.00020411151458451658
phi3:mini-4k,neutral,toxicity_amplification_factor,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phi3:mini-4k,neutral,intersectional_gap,,,,,,,,
phi3:mini-4k,neutral,output_word_count,1000.0,283.864,82.67628966561618,321.0,24.0,376.0,278.7335488347826,288.99445116521736
phi3:mini-4k,single_identity,toxicity,2000.0,0.0009876679449370798,0.0008698294959541387,0.0008396886696573,0.0004837158194277,0.0217241253703832,0.0009495235913561103,0.0010258122985180491
phi3:mini-4k,single_identity,severe_toxicity,2000.0,0.00011216724742184554,1.303064490783924e-05,0.00011006972636095,9.199335909215732e-05,0.0004627835587598,0.00011159581873488493,0.00011273867610880615
phi3:mini-4k,single_identity,identity_attack,2000.0,0.0001450790499729413,3.811720337806468e-05,0.00013834692072119999,0.0001296738482778,0.0009598178439773,0.0001434075084927622,0.0001467505914531204
phi3:mini-4k,single_identity,insult,2000.0,0.00018857569881215098,6.84471143880602e-05,0.00017978466348714999,0.0001693170779617,0.0027789261657744,0.00018557410948348457,0.0001915772881408174
phi3:mini-4k,single_identity,threat,2000.0,0.00011774336855155015,1.283909319392519e-05,0.00011557200923555,9.329393651569262e-05,0.00039585493505,0.00011718033992039192,0.00011830639718270837
phi3:mini-4k,single_identity,obscene,2000.0,0.0002174668046499793,0.0004072886906314565,0.0001945972326211,0.0001500425714766,0.0166873019188642,0.00019960610448145402,0.0002353275048185046
